LEI;LegalName;BusinessRegisterEntityID
391200SXRXBKJUPCAY46;Stiftung der Kreissparkasse Saalfeld-Rudolstadt;BA0011
391200Y92N6VID24TB92;KOTAX GmbH;HRB 6898
391200OBUDZ1600QW937;IWS Verwaltungsgesellschaft mbH;HRB 7214
391200SDN0HRZHAQBV87;PPZ Personaldienstleistungen GmbH;HRB 101495
391200D57OWQLL2HKS90;Mack Rosalia Familienstiftung;Handelsregister FL-0001.516.715-7
391200ZQRS8328HOXE21;Christian Stutzmann Industrievertretungen GmbH;HRB 660830
391200AVYMSYHM5NLU78;B&S Elektronische Geräte GmbH;HRB 2065
391200OJO9SXZJNAZJ04;Kerstin Rohde Consulting GmbH;HRB 81295
391200ESZV8EHVOYVS22;Kids Brands House N.V.;KVK 17185632
391200ASSKI39LMDOE45;FONDSNET Vermögensberatung&-verwaltungs GmbH;HRB 26889
391200AKKNMBMOTLVD40;Cenic Capital UG (haftungsbeschränkt);HRB 88770
39120037JS79J4LGV462;Jennert Verwaltungen GmbH&Co. KG;HRA 721018
391200OLZWR2XTCENM16;Willy Scharnow-Stiftung für Touristik;BA0013
391200FD1OBDKCN1AC59;DCC Kästl e. K.;HRA 211893
391200EMWXMXY5SR1L46;Investmentclub SeGuBro
391200OLMGUNM9WUVC24;Travel24.com AG;HRB 25538
39120031S5RXMNJ6AD56;Geologiebüro Ryser GmbH;Handelsregister CH-270.4.014.603-2
391200T0WEWXZDDTAP34;Anneliese Brost-Stiftung;BA0020
391200XNBX1HQKTN1S31;"Handelsagentur ""Möbel im Karton"" GmbH";HRB 360421
3912001QXGA7WILNRW97;TCF Enterprises GmbH;HRB 182460
391200OGY3KKMIT5QW83;AHAG Vermögensverwaltung GmbH;HRB 11209
391200NTYLGZHV3USL34;Pensionskasse Polychrome und Sun Chemical V.V.a.G;BA0015
39120030IKU9FSUGWX60;ATERA AG;HRB 76307
391200OXCOYOXHY0MW21;TriggerLabs Holding GmbH;HRB 98860
391200LRAB100KOVQ535;Minconsult GmbH;Hauptregister CH-130.4.011.519-1
3912005JZWPNRIUR3M84;Reinhard-Süring-Stiftung;BA0019
391200N1WVWPJDKKXA55;Verwaltungs- Berufsgenossenschaft (VBG);BA0018
391200WBN0HZC6ODE692;Senator Friedrich Lehmann-Stiftung;BA0015
391200NUTZ4TTELBTL52;Verband Verkehrswirtschaft und Logistik Nordrhein-Westfalen e.V.;VR 9965
391200BIDX2S4M8OP555;Albrecht, Kitta&Co. Vermögensverwaltung GmbH;HRB 127200
391200JJYALYRIZTX162;Dr. Miller Medica GmbH;HRB 33023
391200X6G718EYK01898;Devario Invest GmbH;HRB 68192
391200EJMAUG0A49WY16;Genossenschaft Kölner Friedhofsgärtner eG;GnR 688
391200ASZ4XT45WQOC86;OÜ ALBENA HALDUS;public 10674662
391200XOURVJBQ4KAT49;Verwaltungsgesellschaft Karl Wenk KG;HRA 410220
391200JHE09TQUKJP154;KAWO Vermögensverwaltungen GmbH;HRB 72226
391200XTEWLOSMRT2385;Lezval Limited;Companies House 07590749
391200ZAN01RWDK7N523;Pancanusa Vermögensverwaltungs-GmbH;HRB 100049
39120084MWR0G0R1O073;Rampendahl Stiftung;BA0015
391200ZT8TSEAUV6V953;Heinrich Glane Gesellschaft mit beschränkter Haftung;HRB 387
391200XDUEYD9RWZWD21;Notarversorgungswerk Hamburg;BA0018
391200V8OBLGH0A1A698;Dr. Manfred Wizgall Stiftung;BA0012
391200R10JZRB9PATI74;Dagobert Vermögensverwaltungs GbR
391200F53APJ46OCWR08;adandbreakfast Crossmedia Consulting GmbH;HRB 30652
391200QD9DI0MBGATD14;Schumag-Stiftung;BA0020
391200U1QJTVOSI0UF85;Wohlfahrtsfonds der Kessler&Co AG;ZH CH-020.7.902.196-6
391200P02GOJ6IHXE834;GES Immobilien AG;HRB 142013
3912004VDIWGXAG0GY24;Johann Wilfer-Stiftung;BA0009
391200N6MJAQ0CKN4M50;Neckar-Elektrizitätsverband;BA0012
391200I644DWP8HATY39;isa-media GmbH;HRB 4618
391200SOBMIBTPR1NY47;Martina´s Handyladele OG;Firmenbuchauszug FN312785d
3912001AKGB1XC8HDP74;Pfeuffer GmbH;HRB 1198
3912004EPC8FARXAWR76;RSVP Group AG;HRB 21540
39120014AJYQ6A2ADD54;Stiftung Maria Immaculata;BA0019
3912002BXAWMB2KCOJ45;Jochen Staake Stiftung;BA0015
391200B7OVXWQZZIYQ22;TENNIS-VERBAND NIEDERRHEIN e.V.(TVN);VR 5627
391200W1DPEZL0J6Y254;ISM Foundation;Handelsregister FL-0002.472.813-8
3912005CSRFWKR9XMQ15;HLP Organisationsberater Leder Schreiber Hochstrahs Partnerschaft;PR 1337
391200NIHVDIPZ8FKM11;Deutsches Rotes Kreuz, Ortsverein Bitburg e.V.;VR 30103
391200WDAGSIMVBK4060;Dr. Daiber&Partner Stuttgart mbB Wirtschaftsprüfungsgesellschaft Steuerberatungsgesellschaft;PR 720405
391200UB8533Y1BDWI82;Universitätsklinikum Tübingen;BA0012
391200LRGVSRAONIRW98;cdw Stiftung;BA0014
391200ZUZLJYAJGEKO58;becos Beratung für computerunterstützte Organisation&betr. Systemanalyse GmbH;HRB 13546
391200CSLBFMLSWPO112;Rolf Maciejewski Stiftung;BA0020
391200AXUFDTCHXGHF75;Dr. Büter Immobilien Gmbh&Co. KG;HRA 704778
391200SYWYW036ZX5E89;DGD-Dienstleistungsgesellschaft für Datenverarbeitung mit beschränkter Haftung;HRB 4529
391200MDFKAK40QBIP57;MS Vermögensverwaltungsgesellschaft mbH;HRB 12244
391200ZYVJJCJO6H7178;Hannoversche Beteiligungsgesellschaft Niedersachsen mbH;HRB 211515
391200QO3SVT2O00D796;TFC Vermögensverwaltung GmbH;HRB 7769
391200TVPEG5AXY4YS70;Jugend- und Seniorenstiftung der Kreissparkasse Tübingen;BA0012
391200HAGLPSZYTLH148;ELEMA W&W GmbH;HRB HRB 36881
3912000G3WI1XXPOMB94;"""Papiersackfabrik Alfred Rockenfeller GmbH""";HRB 130280
391200XJN0OQPQ5JIO43;MaVi Solution Limited;HRB 717991
391200GOLVPKO79MMT38;Baugewerbliche Verbände
391200TFA8SP6DP9RR19;Altkönig-Stift eingetragene Genossenschaft;GnR 114
391200L97DORLPSBMU47;Fritz und Helga Exner-Stiftung;BA0013
391200EA0G9NEMSYBZ76;Koha-Verlag GmbH;HRB 123739
391200CZXOHG13239824;Finanztreuhand Dr. Fluch&Partner GmbH Wirtschaftsprüfungsgesellschaft Steuerberatungsgesellschaft;HRB 3833
3912001IBEIYII6K1485;Reinhard von den Velden'sche Stiftung;BA0013
391200CGQA128PVC7T14;GC Holding GmbH;HRB 20435
391200GEP10E10LLQZ77;Kongregation der Marienschwestern;VR VR 5529
391200MYQ2MGWGHFA254;AGEVIS GmbH;HRB 5451
391200LH5F1YEIB7RI98;Kulle Grundvermögen I GbR
3912007CN2SXYYICYO65;NC Investor GmbH;HRB 11302
391200EFPMEGC0Y1YH32;First Capital Partner GmbH;HRB 161752
391200N3N8UWJREF0V82;TST Tango San Telmo Verwaltungs GmbH;HRB 154909
391200O0GH61VEGUOA77;Fr. Schiettinger KG;HRA 530256
391200FL9ITGXXIWTF68;CSR Beratungsgesellschaft mbH;HRB 81475
391200J5CHXNHHJQO326;MWH Steuerberatungsgesellschaft mbH&Co. KG;HRA 40388
391200JKB0P11LWXKN36;Famoso GbR
391200C4XB6BMHNJ4R51;M + M Grundstücksverwaltungs- GmbH&Co. KG;HRA 320310
391200DSHTCF61RKCO15;centric investment UG (haftungsbeschränkt);HRB 13180 KI
3912001OJBI5N4NO5C47;Neptis Vermögensverwaltungs KG;HRA 95629
391200BRCU8NKVWSLO47;"""Helena"" Friseur und Kosmetik GmbH";HRB 7563
391200KJLS5Y1ORZR759;Gebrüder Honold Erste Verwaltungs GmbH;HRB 11195
391200JD9PAJ0CNOAZ19;Honold - Transport Gesellschaft mit beschränkter Haftung;HRB 6567
391200HIN2CFFBVGFZ61;Gebrüder Honold Zweite Verwaltungs GmbH;HRB 11196
391200LGXUTW03IPBY93;Ferring Stiftung;BA0018
391200P4VOD71YD8FN36;Rechtsanwaltskammer Freiburg;BA0012
391200ARK0HBLFNOVU29;Stadt Fellbach;BA0012
391200DOB9JRALYHFR41;Wulff&Pitsch Immobilienverwaltung GmbH;HRB 138105
391200TFLTRLOVB4WN76;Vermögensanlage AltBayern AG;HRB 8610
391200MMTO8N0D4RN902;Sport- und Fußbodentechnik Süd GmbH;HRB 7097
391200SZVFUIO9JFTS76;Wilhelm Nowak GmbH;HRB 1387
3912003ABGBXR05FHT47;Stiftung zur Förderung der Jugend in Baden-Württemberg;BA0012
391200CNWUZZNTXXDT65;Werkzeugbau Jung GmbH;HRB HRB 306393
391200N8QGRTI9P0GI79;MeridianSpa Deutschland GmbH;HRB 101939
391200VVH1UAKJYGHO91;Meridian Mezzanine GmbH;HRB 113220
391200GLQDUCEQYABZ67;H.W. Urban GmbH;HRB 56261
39120041QBYYOLRNXI68;Gladigau-Stiftung;BA0018
391200I77TETOKRJTS90;Leptien 3, Konzeptionen und Objekte für den Raum GmbH;HRB 22723
391200SBSRO8NZBAYV18;Heinrich Schmalstieg Tankwagentransporte und Spedition GmbH;HRB 103297
391200H93UH1LNRCPT60;Dr. Willm Rolf Meyer Verwaltungs-GmbH;HRB 44426
391200T7PNJTSBA12P10;pla-con Beratungs- und Beteiligungsgesellschaft mbH;HRB 4094
391200ZGMPNEBVIOUS59;Robert Schulte oHG;HRA 7259
3912001FKJMHHXXBQO06;Werner Stober Stiftung;BA0012
391200SLDK5FITH0UY16;Rohse Vermögensmanagement GmbH;HRB 114342
391200UVIP6V2FGNLC93;KaGeMe Beteiligungsgesellschaft mbH;HRB 15810
391200ZHITS7ZCYGBY24;VdK-Baugenossenschaft Baden-Württemberg eG Stuttgart;GnR 389
391200KEWVFH5RGZSY51;Manfred Töller Gesellschaft mit beschränkter Haftung;HRB 340
391200TCNMBE0U1GUD87;Schmidt GmbH Floristik und Dekoration;HRB 120515
391200OIG16HRX0BSL22;Pfinder KG;HRA 240702
391200DYHWXRDIJ8HK07;SimScale GmbH;HRB 201813
3912000YRZOSOA1S9915;G&K Gebäudetechnik GmbH Zittau;HRB 16430
3912006XWXOPALCPCY32;Dr. Berkhemer Bauer König&Partner GmbH Wirtschaftsprüfungsgesellschaft;HRB 5510
391200FV4CYZ1BGMVV59;Initio Vermögensverwaltungs GmbH;HRB 226611
391200PM0Q9MYLOE3I63;Max Goll Internationale Schwertransporte und Kranengineering GmbH;HRB 36167
3912005ZR07SQZ72AT89;Philipp F. Reemtsma Stiftung;BA0018
391200ALDJEBKNZFZ849;Fußballclub Gelsenkirchen-Schalke 04 e.V.;VR 20822
391200XEYL94SBTVNF32;Reinhold und Gisela Häcker Familienstiftung;BA0012
391200PJSB2NPYFXPC77;KAM Vermögensverwaltungs GmbH&Co. KG;HRA 6831
391200ULXGAWP6K1AZ09;Wiedemann Industriebrenner GmbH;HRB 590220
3912002OEWDBF8OCBI50;European Hospital Verlags GmbH;HRB 23517
391200GSJGTYF6HGMF50;Umbrella Invest GmbH&Co KG;HRA 37564
391200PX8FSEPCYBM672;Integrata Aktiengesellschaft;HRB 721012
391200QRKNO71USWB559;M + M Marketing&Management GmbH;HRB 320258
39120076QJNUEBAV7966;freelance project gmbH;HRB 25105
391200OPA0K0Y0LNNJ32;EMBL Ventures GmbH;HRB 336210
391200NLJUHMB0Y9UG81;Dr. Margund Brusch und Ilse Ritscher Stiftung;BA0015
391200B1DUAY65TXSI55;R. Lange Gesellschaft mit beschränkter Haftung;HRB 8116
391200DRCCF6QGV9PG73;Michel Gewerbebau GmbH;HRB 1597
39120077QS0MPZNQL385;IGEVIS GmbH;HRB 6186
391200YNYCFNCNDGAB95;LCap GmbH;HRB 154930
3912009QLGXXSL1CV386;Caldec Consult GmbH;HRB 71355
3912001WUGXJ3KEPTG12;Adlexis GmbH;HRB 154600
391200UTOOI60T1JQH09;Lippe Invest FRK GmbH;HRB 124182
391200EI4MYTOKEQ3G91;ADENA Technologie-Beteiligungen Verwaltungs-GmbH;HRB 6011
391200LNGV2DDOQMJ183;DuPont de Nemours (Deutschland) GmbH;HRB HRB 43585
391200I8EKHOIAFEDF97;Radimed Gesellschaft für Kommunikationsdienstleistungen und Medizintechnik mbH;HRB 6577
391200Y7JV2B6CWJZA82;Friedrich-Baur-GmbH;HRB 150
39120009YKSDO6GTY032;Bürgerstiftung Ostfalen für die Region Elm-Lappwald;BA0015
3912007R7NO9MKNFAP63;Bau-Berufsförderungswerk;VR VR4141
391200S08BXRCJKSDI55;Hugo und Johanna Körver Stiftung;BA0020
3912009XYYREO5QP1Z89;Qualification Star 2 GmbH;HRB 100487
391200CO4X37BBZACB39;Vorwerk&Co. zehn GmbH;HRB HRB 25707
3912001Y1NCBF4DNZ447;Joachim Herz Stiftung;BA0024
391200UVUK1MQSE64C72;CORO Invest GmbH;HRB 94437
391200MSM1PUZQTCHJ27;CORO Vermögensverwaltungsgesellschaft mbH;HRB 69106
391200R5BTUJ3NZPIO28;Anna Lang-Förderstiftung;BA0012
391200F0454MDNCDAB53;Deutsche Tanzkompanie Stiftung für traditionellen Tanz im Land Mecklenburg-Vorpommern;BA0022
391200GABSWIOMV1TD11;Top - Fotografie GmbH;HRB 27861
391200KCRVCJAZNQRZ09;Franz-Islinger-Stiftung;BA0012
391200LRYTZUV4QWXP15;Lotto-Toto GmbH Sachsen- Anhalt;HRB 104299
391200J1IUB91HYBXI56;OLBERG Holding AG;Handelsregister CH-440.3.008.890-2
391200VRG5P0DMZOTJ23;Unterstützungskasse der Sächsischen Aufbaubank e.V.;VR VR 3204
391200QO3XGY1C54FF54;HHgG Wissenschaft und Kultur gemeinnützige GmbH;HRB 131571
391200SHINCGBEXHVI75;A&B Verwaltungs KG;HRA 1032
391200ADA1WUNR05BK34;Baugewerbe-Verband Nordrhein;BA0020
391200TKZIVWULOVEB21;Ordensgemeinschaft der Armen Franziskanerinnen von der Heiligen Familie zu Mallersdorf;BA0009
391200LUQI6J010CS964;ORT Wirtschaftsberatung GmbH;HRB 331
391200QD39QBJEFTP225;Merkur Verwaltungs GmbH;HRB 9736
391200IUVDKLPH7LAY59;Haut Elektrotechnik GmbH;HRB 9793
391200JTEYCJOMWHAP72;MAB Vermögensverwaltungs GmbH;HRB 16030
391200PBF5VAT3T3ZE40;Catalena Invest GmbH;HRB 171796
391200ON2FL6WFTNRH31;Andreas Bartholomäus GbR
391200ABHYHFN4NQKZ09;Keller Wertpapier GbR
391200FNQGXFO5J9SW88;Bernd Bürckenmeyer GmbH&Co KG Stahl- und Metallbau;HRA 3086
391200BS1GG09GRTT476;MAB II Vermögensverwaltungs GmbH;HRB 16037
391200XCDJN6KO0Q8F10;Niedersächsische Gesellschaft zur Endablagerung von Sonderabfall mbH;HRB 2560
391200B11H7744C0YE74;R+K GmbH;HRB 232039
391200YWGREUQJOBKJ09;Horst Frank, Bernd Hamich, Günter Grüter
391200CDVVD3I2GZ5143;R&W Service GmbH;HRB 101166
391200RXFUX0KFVFIJ88;Aktienclub 88
391200IQ0QIWJNLUM287;Museum Rade am Schloss Reinbek Stiftung Sammlung Rolf Italiaander- Hans Spegg;BA0018
391200EKF2IOA5FVSH19;Korea-Verband e. V.;VR VR 26710 B
391200JPYQLFKTJ9YG18;CHELTENHAM Beteiligungs AG;HRB 6740
391200B5VTKS3B2RGY94;MAC Medical Advice&Consult GmbH;HRB 206127
391200LQ05WRPLTJG976;Dres. Bischoff Wirtschaftstreuhand GmbH Steuerberatungsgesellschaft;HRB 71146
3912004MAU20JGUTLB42;Hillcrest Familienholding GmbH&Co. KG;HRA 3757
391200XFRVDJGBJA3Q03;Ingenieurbüro Walter GmbH;HRB 86041
391200LICDFCBTLFTB28;AUXIL GmbH&Co. Immobilien KG;HRA 32183
391200N3AL746NAG3K77;Horváth&Partner GmbH;HRB 9879
391200ESP0DQDPTO2T59;Witty GmbH&Co. KG;HRA 13167
3912001SGOTHYHE1V179;Witty-Austria Verwaltungs GmbH;Hauptbuch FN 303339 m
391200Y9JP0USWVGCM04;Internationale Stiftung Preis E.Balzan - Fonds;Handelsregister des Kantons Zürich CH-020.902.083-2
391200R5RRO3FRYM0K11;Valorea GmbH;HRB 227503
391200YYGHWGJW0TJS54;R&D Steuerungstechnik GmbH&Co. KG;HRA 2105
391200YZYBF02HANSY23;systec Software GmbH;HRB 33253
391200XAHOK3WCPKHM85;Rheinblick Immobilien GmbH;HRB 14834
391200QD7C0HYAXKDY12;EPROPLAN GmbH Beratende Ingenieure;HRB 12077
391200Q5JULT310BKP16;Störfallexperten GmbH;HRB 14866
391200PJXD6WW63MJX68;Hugo Pfohe GmbH;HRB 4980
3912007OZ2V82A8WZD18;Stiftung Volker Bechtel - Klaus Schmitter zur psychosozialen Betreuung aidskranker, homosexueller Männer und Frauen in Köln;BA0020
391200K1RNLRD4TE8W04;Malereibetrieb Widdel GmbH;HRB 200605
391200C7HUFIDXO8F087;GEISS Aktiengesellschaft;HRB 3712
391200XMHLQKO3R94Y70;Horn Beteiligungs GmbH;HRB 20002
391200X3G29JABZTJL93;Bützower Wohnungsgesellschaft mbH;HRB 3817
391200KMX0ZLAT8KTO92;MTG - Kommunikations - Technik GmbH;HRB 50635
391200THT0B7ZGB0RN64;Landesverband Lippe;BA0020
391200UNB6LIJKCA1T11;Stiftung Zuhören;BA0009
3912004030ECUMHSKF24;Albertuswerke Gesellschaft mit beschränkter Haftung;HRB 120807
391200AA9E4SXSNWED77;Beatrice Nolte Stiftung für Natur- und Umweltschutz;BA0018
391200BYMVLXVI9U1E75;setex schermuly textile computer GmbH;HRB 3200
391200E9I10L5PT0MK61;Sinara Immobilien GmbH&Co. KG;HRA 19165
391200DZ1FSZP0K6CC31;Hebammenverband Niedersachsen e.V.;VR 000
391200RPDTMIBFL0IP64;Minuth GbR
391200RVDPLFLN2TJJ47;ACM GbR- Aktienclub Münsterland
3912003PCHDDJK5MC968;Verlag Fritz Knapp GmbH;HRB 51701
3912004ZPTRPPKGR1J36;Jü.REG. Schneider GmbH;HRB 4100
391200TNVW0QUVMX5S47;GT-IT-Consulting GmbH;HRB 11128
391200O4CBVRQFQWZO56;Jesuiten-Stiftung;BA0009
391200OGHOJJJI0ICO18;Pro Optimum GmbH;HRB HRB 120657
391200O0ZTK4RBKECR60;Pratus Eins GmbH&Co. KG;HRA 95014
391200GF7FLYCBJPL215;Eduard Haffner Stiftung;BA0009
391200LWB3JGVVM1IZ97;Verlag Helmut Richardi GmbH;HRB 21310
391200PQLFN1BBF0FI07;Homann Holzwerkstoffe GmbH;HRB 200679
391200ASARTLNSKNAI47;Schäfer Shop Beteiligungs GmbH&Co KG;HRA 5757
391200YUDU5LB5QT1032;Linear Service GmbH;HRB 116875
391200520SO0NHTKPI90;Gielen Industriebeteiligungsgesellschaft mbH&Co. Kommanditgesellschaft;HRA 11007
391200PTXDJF4SLJ2W52;Achenbach GmbH Metalltechnik;HRB 4223
391200JPDMDFXG43WA94;AWV Aus- und Weiterbildung EisenbahnVerkehr GmbH;HRB 23323
391200WNU8J5ASCVVJ59;Bernd-Frankenberger-Stiftung;BA0009
391200BCH8ZTBSQF8C66;Stiftung Kinder-Universitätsklinik für Ostbayern-KUNO;BA0009
391200Q8KJWVEVRSAK03;convanced GmbH;HRB 202578
3912009AFCWAN09UWY16;Katharina und Gerhard Hoffmann Stiftung
3912007TLNYWBKNE8R89;Novus Ventures Holding GmbH;HRB 149942
3912003X67XFNTUTJ717;SECO Management GmbH;HRB 29181
391200BPX1G5C11N8U60;Managerforte GmbH;HRB 710124
391200QDXXFGOHCVKD55;DVP Motzkus GmbH;HRB 68435
391200BFUS6CGNR42925;Freiherrlich von Minnigerode'sche Franz-Linien-Familienstiftung;BA0009
391200SZ1QUXBICLBV73;Erndtebrücker Sportstiftung;BA0020
391200JGV9D5BLS9R303;Pretty Stakes GmbH;HRB 21893
391200A2XQXCG1KK3I21;Kaßmann Vermögensverwaltungs-GmbH;HRB 21186
391200RJBRP4EAZZO907;Verein zur Förderung der Epilepsieforschung e.V.;VR 5180
391200SLY4MQ9Y6OYF19;D. u. H. Urban Stiftung;BA0015
391200ILUG1BN5QNZ790;Arché Immobilien Schweiz GmbH;Handelsregister CH-020.4.026.665-5
39120021RF0VUT0VFU63;Bayerischer Bauindustrieverband eingetragener Verein;VR 4163
391200UZBLOUILZOZP02;Altkönig-Stiftung;BA0013
391200WZVUFN1JZU9D31;InPro electric GmbH;HRB 100234
391200RRTTNZIHEGHZ55;CM Zweite Vermögensverwaltungs-GmbH;HRB 145907
3912004V256LIRD1X177;CM Vermögensverwaltungs-GmbH;HRB 145329
391200XWEM9HUO9WW138;G. und I. Leifheit Stiftung;BA0023
391200AHYRFIPPZDWY05;PANA Industrie GmbH;HRB 75111
391200RVHCQJWXIM8P90;Hildegard und Horst Röder-Stiftung
391200Q8ZQG1LPLC1852;Benignus GmbH, Garten-,Landschafts-und Sportplatzbau;HRB 271687
391200ATZZOCISZRAR82;Mittelmann Vermögensverwaltungs GmbH&Co. Betriebs KG;HRA 18755
391200FXDHTUY3JYIX40;Lebenshilfewerk Marburg-Biedenkopf;VR 1472
391200VGZXTN71P9BK17;Meiller GmbH.;Firmenbuch FN 184410 t
391200H8C7W2ACOGSP83;Deutsche Rentenversicherung Nord;BA0018
391200JHC6QO0NJRYB45;Baum Consulting GmbH;HRB 621016
391200NLGHYSUAWOKR83;DECHEMA Gesellschaft für Chemische Technik und Biotechnologie;VR 5293
39120010FW5WK4MRMD85;PRO Beteiligungs-GmbH;HRB 8680
3912006LXGKFY080YV89;Stadtverwaltung Medebach;BA0020
391200JXNEXTZXXQYF89;P T O Chemie Vertriebsgesellschaft mbH;HRB 5151
391200ZDKN4W0CKSXJ89;CSW - Christliches Sozialwerk gemeinnützige GmbH;HRB 22549
391200FU7G72TRK0M122;Allgäuer Brauhaus Aktiengesellschaft;HRB 417
391200NRQLJLEAFYRM67;Gölz Verwaltungs-Gesellschaft mbH;HRB 3090
391200X0EL4IAIGD1I25;TIB Chemicals AG;HRB 703091
391200LY5KROML9BRE80;Stiftung Diakonie Württemberg
391200IUIBB7CAWKJY82;Siegfried Gölz GmbH&Co. KG;HRA 1920
391200NEN8ILOENOQX96;Boldt&Co. GmbH;HRB 95425
391200EJH3FBDZDNO539;Evangelischer Landesverband für Diakonie-Sozialstationen in Württemberg e.V.;VR 5261
391200MY1CMMMIUUGA67;Stiftung Dr. Georg Haar;BA0011
3912002QI4DC3GNFDF83;F&E Elektroanlagen GmbH;HRB 262680
391200IEJID9H0XCE710;SAX Holding GmbH;HRB HRB 723821
391200UQOBPYSS0ZFM30;Evangelische Perthes-Stiftung e.V.;VR 1613
391200WURB8YIJZU4P19;Schöning GmbH;HRB 203273
391200G1BGHTAELIKN23;SEEMANN Tiefbau GmbH;HRB 2416
391200NIYO3YHVCFGH50;Höfener&Plappert GmbH&Co. Kg;HRA 12563
391200U5O2WN5UAUTY65;Solventis AG;HRB 44909
391200KJEU2WQ5LIMR14;Indit GmbH Wirtschaftsprüfungsgesellschaft;HRB 22990
391200VTJPJHYQVA6E59;H.-M. S. Holding GmbH;HRB 213408
3912001XMSCLP7UM6248;Landesverband Niedersachsen und Bremen der holz- und kunststoffverarbeitenden Industrie;VR 100022
391200NLTETIUQASAF93;Gesellschaft zur Förderung der Frauenkirche Dresden e.V.;VR 4303
391200BXSFRLDZABOZ63;Nikolaus Kilian GmbH;HRB 40398
391200JTAPIDDYBMWZ83;Blain Hydraulics GmbH;HRB 101516
391200PBPDRMY0AFAW90;Stiftung Diakoniewerk Kropp;BA0018
3912005WAUB1XN8HWD15;EasyFill AB (Publ);Bolagsverket 556653-2924
391200MBPWJA5GAEAP36;Maier&Brendel GmbH&Co Bau-, Baubetreuungs- und Hausverwaltungs- Kommanditgesellschaft;HRA 9498
391200NREF1YGCC3OC50;Georg Pytlik Beteiligungen GmbH;HRB HRB 2743
391200R80ZR9KWBE0M48;Frankfurter Personenschiffahrt Anton Nauheimer Gesellschaft mit beschränkter Haftung;HRB 21724
391200H31SECUA30E885;S&P CONSULTING Gesellschaft für Unternehmensberatung mbH;HRB 381740
391200K1Q2RLROG2MT07;WCL Reederei-Agentur GmbH;HRB 45734
391200H3W6HZYML8XR33;GPS Gesellschaft zur Prüfung von Software mbH;HRB 1550
3912000B1OGWDZNFFV39;Dr. Weigel Anlagenbau GmbH;HRB 111533
391200RKIE0SJIHDRL82;S&S Speicherei- und Schiffahrtsgesellschaft m.b.H. Befrachtung - Spedition - Handel;HRB 6543
391200ZVC7OKFB15KW36;Wohnungsbaugesellschaft mit beschränkter Haftung Salzgitter;HRB 6045
391200NBIMPWOPHSAX56;Renate und Klaus Zimmer Stiftung;BA0013
391200ARHL1MOFMH1N67;A.G. Holding GmbH;HRB 201016
391200PWQ8ROEHT8HG32;Steripharm Pharmazeutische Produkte GmbH&Co. KG;HRA 36172
3912001QWTYZUDQOK141;Vermögensverwaltungs- und Treuhandgesellschaft mit beschränkter Haftung der Industriegewerkschaft Bauen-Agrar-Umwelt;HRB 7696
3912005TM9CGGWMFNL37;Karl und Louise Müller-Stiftung
391200N741CD40L6PF43;Bornscheuer Drexler Eisele GmbH;HRB 14884
391200E0HE0BQVKAUZ28;ELAplan GmbH;HRB 305513
391200FUG2SEC29LD079;SYMAX Business Software Aktiengesellschaft;HRB 12497
391200VBBR0FF0DHDC88;kjup Capital Family Office GmbH&Co. KG;HRA 85224
3912004KB55V1D5VEK76;Elfriede-Hilmer-Stiftung;BA0015
391200IAMTN00PV61N88;A&A Hummel GmbH;HRB 712109
391200TURMF1TIKBLH09;ATU GmbH -Analytik für Technik und Umwelt-;HRB 244136
391200IG8RSDCDXISF74;Verein zur Hilfe für evangelische Pfarrerinnen und Pfarrer in Württemberg e. V.;VR 5733
391200SLY1MJQSTJF183;Katholische Pfarrgemeinde Mariä Himmelfahrt;BA0013
391200TLDEIIISYLV835;PMW Vermögensverwaltungs GmbH;HRB 110211
391200XVEYZX2NW1XM95;Widmann Betriebsführungs GmbH;HRB 2822
391200T0UBEGDU5UH413;Fried Holding GmbH&Co. KG;HRA 728331
391200PFXUQD7Z7MK721;AEIOU Capital GmbH;HRB 201581
529900IBXKVGR2ZZGT64;Nexus AG;HRB 602434
391200X5IK1BWZ9SBQ93;Kraftwerksschule e.V;VR 1345
391200ADSWQL18LKPO96;Tierschutzverein Stuttgart und Umgebung e.V.;VR 2509
39120085B4M1JDA56G04;SAVE Verwaltung GmbH;HRB 211185
391200JTYOUB4OPQZK37;Liebchen GmbH;HRA 107075
391200YYVMJG5HBG7796;Fachverband Ausbau u.Fassade NRW Stuck-Putz-Trockenbau-Farbe;BA0020
391200Q0B3SEFFM8KX12;trading-house.net AG;HRB 70512
391200KQAIPTEYC3AR97;St. Matthäus Stiftung Hunteburg;BA0015
391200IEMMFV7QSGDL32;Coast Energy GmbH;HRB 727594
391200WNZ6YM1HZ93D06;Aquaton Anlagenbau GmbH;HRB 117255
391200FKR62FKNDQ1D62;Deutsches Rotes Kreuz Kreisverband Peine e.V.;VR 160030
391200NZI7HCDVZNNP16;Csion Consulting GmbH;HRB 6767
3912008TS5WN0WPV4I95;Stadt Sindelfingen;BA0012
391200BFNH6UTFH0UA10;Reisebüro Seilnacht GmbH;HRB 412162
3912005Q3EAX2FA2NB66;Wka Haff II GmbH&Co. KG;HRA 205509
391200Y5SJI0OS3KWT28;GD Windenergie GmbH&Co. KG;HRA 205477
391200UY0BYWBZ8U8K49;GEW Ferien GmbH;HRB 102443
3912009ZOPHOK0UY5046;Procuratio Beteiligungs GmbH;HRB 11596
